Zip,Payment_Sum,Payment_Count,Payment_Mean,Year
78610,6672.82,176,37.91,2019
78611,9849.77,204,48.28,2019
78612,78.9,1,78.9,2019
78613,215755.08,3251,66.37,2019
78620,38919.03,317,122.77,2019
78621,3922.51,48,81.72,2019
78624,31144.43,1010,30.84,2019
78626,233022.6,2148,108.48,2019
78627,148.4,3,49.47,2019
78628,25235.07,820,30.77,2019
78629,5818.4,155,37.54,2019
78633,2062.94,74,27.88,2019
78634,981.97,33,29.76,2019
78636,134.94,2,67.47,2019
78639,72.16,8,9.02,2019
78640,342979.44,1393,246.22,2019
78641,14955.36,302,49.52,2019
78642,3385.13,25,135.41,2019
78643,1329.67,49,27.14,2019
78644,4136.46,130,31.82,2019
78645,1384.13,36,38.45,2019
78648,1229.09,24,51.21,2019
78653,11585.14,136,85.18,2019
78654,40703.52,710,57.33,2019
78657,148.22,6,24.7,2019
78660,35005.08,361,96.97,2019
78664,91854.26,1720,53.4,2019
78665,113649.61,948,119.88,2019
78666,61313.19,1590,38.56,2019
78667,7045.88,8,880.74,2019
78669,23.66,1,23.66,2019
78676,7225.2,33,218.95,2019
78680,134.98,2,67.49,2019
78681,620331.12,5702,108.79,2019
78701,310194.63,1363,227.58,2019
78702,5801.76,182,31.88,2019
78703,184254.48,265,695.3,2019
78704,58835.17,888,66.26,2019
78705,2348717.52,12923,181.75,2019
78709,38.39,1,38.39,2019
78712,637591.83,486,1311.92,2019
78716,28363.79,45,630.31,2019
78717,24737.41,278,88.98,2019
78718,350.0,1,350.0,2019
78719,51.59,1,51.59,2019
78720,6167.93,9,685.33,2019
78721,1337.06,86,15.55,2019
78722,23197.83,34,682.29,2019
78723,121690.32,837,145.39,2019
78724,12.14,1,12.14,2019
78726,4421.27,243,18.19,2019
78727,47410.58,343,138.22,2019
78728,218063.57,395,552.06,2019
78729,10969.78,49,223.87,2019
78730,11292.79,654,17.27,2019
78731,1067709.47,3362,317.58,2019
78732,358109.29,564,634.95,2019
78733,12535.3,24,522.3,2019
78734,12902.22,608,21.22,2019
78735,63410.26,1659,38.22,2019
78736,64.99,5,13.0,2019
78737,35739.79,1024,34.9,2019
78738,138186.68,1009,136.95,2019
78739,248.78,4,62.2,2019
78741,4076.19,91,44.79,2019
78744,791.91,22,36.0,2019
78745,422206.02,5997,70.4,2019
78746,697284.41,4772,146.12,2019
78747,160.44,3,53.48,2019
78748,34500.34,420,82.14,2019
78749,36287.82,1014,35.79,2019
78750,30666.48,931,32.94,2019
78751,359210.21,580,619.33,2019
78752,13748.22,95,144.72,2019
78753,16924.84,159,106.45,2019
78754,3342.52,121,27.62,2019
78755,34884.31,63,553.72,2019
78756,932755.23,3579,260.62,2019
78757,167474.63,1148,145.88,2019
78758,1561382.47,7385,211.43,2019
78759,2700262.45,5812,464.6,2019
78760,571.72,8,71.46,2019
78761,1508.58,5,301.72,2019
78763,125.38,1,125.38,2019
78765,25.92,2,12.96,2019
78766,242.67,17,14.27,2019
78801,7720.19,191,40.42,2019
78834,978.27,62,15.78,2019
78839,39.26,3,13.09,2019
78840,5400.73,86,62.8,2019
78843,76.88,2,38.44,2019
78852,7327.6,225,32.57,2019
78861,22842.79,71,321.73,2019
78934,4396.09,136,32.32,2019
78941,11.15,1,11.15,2019
78942,3137.15,154,20.37,2019
78945,14050.3,278,50.54,2019
78956,121.7,6,20.28,2019
78957,437.99,11,39.82,2019
78962,38.45,2,19.23,2019
79007,4072.79,162,25.14,2019
79015,22020.78,105,209.72,2019
79019,56.39,3,18.8,2019
79022,1271.77,16,79.49,2019
79027,68.21,5,13.64,2019
79029,28595.44,35,817.01,2019
79035,44.41,3,14.8,2019
79036,63.75,3,21.25,2019
79045,339.5,14,24.25,2019
79065,34389.24,191,180.05,2019
79070,226.43,10,22.64,2019
79072,5495.0,238,23.09,2019
79079,125.01,1,125.01,2019
79081,73.63,3,24.54,2019
79088,143.56,9,15.95,2019
79096,12.33,1,12.33,2019
79101,117.16,7,16.74,2019
79102,68.9,3,22.97,2019
79103,761.04,48,15.85,2019
79105,241.33,16,15.08,2019
79106,737964.76,9178,80.41,2019
79107,1226.36,45,27.25,2019
79109,30287.08,318,95.24,2019
79110,231.65,8,28.96,2019
79116,1986.97,20,99.35,2019
79118,147.21,7,21.03,2019
79119,16660.63,471,35.37,2019
79121,977.69,25,39.11,2019
79124,118926.57,1065,111.67,2019
79159,240.04,11,21.82,2019
79201,2916.78,144,20.26,2019
79226,1500.0,4,375.0,2019
79229,39.23,3,13.08,2019
79235,240.07,2,120.04,2019
79241,26.77,2,13.38,2019
79252,1522.54,5,304.51,2019
79316,3751.92,235,15.97,2019
79322,135.93,12,11.33,2019
79323,192.34,11,17.49,2019
79331,567.11,29,19.56,2019
79336,1493.8,82,18.22,2019
79339,159.89,7,22.84,2019
79346,24.35,2,12.18,2019
79347,63.44,5,12.69,2019
79356,641.75,4,160.44,2019
79360,1181.85,57,20.73,2019
79363,106.39,8,13.3,2019
79364,15.92,1,15.92,2019
79366,17787.57,58,306.68,2019
79371,112.99,14,8.07,2019
79373,22.85,2,11.42,2019
79382,850.99,77,11.05,2019
79401,3435.33,95,36.16,2019
79403,216.4,3,72.13,2019
79404,1377.71,75,18.37,2019
79407,602584.21,1118,538.98,2019
79408,27427.53,62,442.38,2019
79409,10.93,1,10.93,2019
79410,337480.0,5514,61.2,2019
79412,11024.52,189,58.33,2019
79413,44087.36,516,85.44,2019
79414,10152.24,156,65.08,2019
79415,101967.49,805,126.67,2019
79416,63671.77,1005,63.35,2019
79423,22434.41,360,62.32,2019
79424,199238.19,2891,68.92,2019
79430,505953.02,3446,146.82,2019
79453,34.03,2,17.02,2019
79464,13.04,1,13.04,2019
79490,113.54,2,56.77,2019
79493,656.58,14,46.9,2019
79501,12.12,1,12.12,2019
79504,104.16,3,34.72,2019
79510,206.4,14,14.74,2019
79512,476.13,32,14.88,2019
79521,10.86,1,10.86,2019
79529,887.73,80,11.1,2019
79549,2182.54,143,15.26,2019
79556,1404.23,69,20.35,2019
79566,158.14,5,31.63,2019
79567,46.5,3,15.5,2019
79601,177383.38,2203,80.52,2019
79602,2377.09,93,25.56,2019
79603,912.59,65,14.04,2019
79604,3940.46,29,135.88,2019
79605,3397.5,78,43.56,2019
79606,68864.06,2417,28.49,2019
79607,513.11,7,73.3,2019
79608,71.88,4,17.97,2019
79701,121837.66,1936,62.93,2019
79703,37327.64,412,90.6,2019
79704,923.58,14,65.97,2019
79705,3471.83,150,23.15,2019
79706,17465.69,272,64.21,2019
79707,19995.84,474,42.19,2019
79708,166.45,10,16.65,2019
79714,14856.19,99,150.06,2019
79720,3378.58,80,42.23,2019
79731,337.85,24,14.08,2019
79733,6776.7,2,3388.35,2019
79735,424.47,25,16.98,2019
79745,170.36,11,15.49,2019
79756,136.8,7,19.54,2019
79760,2854.17,36,79.28,2019
79761,217107.95,2076,104.58,2019
79762,26656.04,196,136.0,2019
79763,19205.61,509,37.73,2019
79764,2424.76,120,20.21,2019
79765,13272.79,654,20.29,2019
79768,98.35,3,32.78,2019
79772,320.91,20,16.05,2019
79782,60.23,4,15.06,2019
79821,105.0,2,52.5,2019
79830,443.1,20,22.16,2019
79835,377.75,7,53.96,2019
79836,47.08,1,47.08,2019
79838,72.66,2,36.33,2019
79843,13.12,1,13.12,2019
79849,59.12,3,19.71,2019
79852,14.35,1,14.35,2019
79855,18.66,1,18.66,2019
79901,1052.55,11,95.69,2019
79902,1734373.86,9361,185.28,2019
79903,19523.97,398,49.06,2019
79904,4140.05,200,20.7,2019
79905,813140.12,2527,321.78,2019
79906,153.99,4,38.5,2019
79907,4975.24,116,42.89,2019
79911,56779.74,231,245.8,2019
79912,365184.88,2772,131.74,2019
79915,52464.53,931,56.35,2019
79916,400.0,1,400.0,2019
79918,75.07,2,37.53,2019
79920,142363.99,401,355.02,2019
79922,39800.96,239,166.53,2019
79923,1144.66,17,67.33,2019
79924,2815.29,95,29.63,2019
79925,153744.94,1658,92.73,2019
79926,122.02,1,122.02,2019
79927,360.86,8,45.11,2019
79928,6822.86,114,59.85,2019
79930,9460.23,119,79.5,2019
79932,12121.94,355,34.15,2019
79934,1554.4,42,37.01,2019
79935,167149.34,1089,153.49,2019
79936,89561.9,2117,42.31,2019
79938,100024.16,666,150.19,2019
79952,240.7,2,120.35,2019
79995,20064.68,34,590.14,2019
79996,16.84,1,16.84,2019
80001,179.72,3,59.91,2019
80002,156405.59,318,491.84,2019
80003,7321.15,141,51.92,2019
80004,5515.86,87,63.4,2019
80005,23138.59,300,77.13,2019
80006,14.29,1,14.29,2019
80007,1366.89,24,56.95,2019
80010,810.58,23,35.24,2019
80011,12585.26,147,85.61,2019
80012,376201.81,2951,127.48,2019
80013,188162.73,314,599.24,2019
80014,62981.72,880,71.57,2019
80015,11146.07,164,67.96,2019
80016,12062.36,288,41.88,2019
80017,571.13,8,71.39,2019
80018,1258.37,15,83.89,2019
80020,26335.18,576,45.72,2019
80021,127508.67,521,244.74,2019
80022,2129.32,42,50.7,2019
80023,76720.67,494,155.31,2019
80024,112.0,1,112.0,2019
80026,83158.03,835,99.59,2019
80027,188495.34,1700,110.88,2019
80030,2039.57,36,56.65,2019
80031,103387.2,765,135.15,2019
80033,654720.31,2364,276.95,2019
80040,11608.37,39,297.65,2019
80042,347249.86,724,479.63,2019
80045,5014145.55,7754,646.65,2019
80104,395382.91,586,674.71,2019
80107,685.4,17,40.32,2019
80108,22691.89,141,160.94,2019
80109,102047.85,537,190.03,2019
80110,157927.13,687,229.88,2019
80111,1585671.16,3729,425.23,2019
80112,589512.87,2959,199.23,2019
80113,5086218.79,5020,1013.19,2019
80116,73.76,2,36.88,2019
80118,2550.0,1,2550.0,2019
80120,437798.6,3303,132.55,2019
80121,41809.85,118,354.32,2019
80122,434413.21,1830,237.38,2019
80123,28727.42,755,38.05,2019
80124,2287020.86,3933,581.5,2019
80125,56.93,3,18.98,2019
80126,161477.9,358,451.06,2019
80127,9196.13,270,34.06,2019
80128,11986.42,302,39.69,2019
80129,25181.92,343,73.42,2019
80130,41907.31,131,319.9,2019
80132,9140.25,123,74.31,2019
80133,78.27,4,19.57,2019
80134,528778.64,1289,410.22,2019
80136,2731.99,31,88.13,2019
80138,478805.45,1748,273.92,2019
80151,71.37,1,71.37,2019
80155,229.98,7,32.85,2019
80163,333.48,19,17.55,2019
80201,110.06,1,110.06,2019
80202,110831.78,234,473.64,2019
80203,101060.77,407,248.31,2019
80204,881714.45,723,1219.52,2019
80205,132089.7,893,147.92,2019
80206,2188152.47,3051,717.19,2019
80207,26416.25,116,227.73,2019
80209,190422.49,680,280.03,2019
80210,1980882.54,2945,672.63,2019
80211,184820.72,1154,160.16,2019
80212,3019.46,92,32.82,2019
80214,14345.88,458,31.32,2019
80215,10700.02,479,22.34,2019
80216,187.17,3,62.39,2019
80217,13063.71,60,217.73,2019
80218,1301874.69,3554,366.31,2019
80219,2925.74,130,22.51,2019
80220,500790.85,4178,119.86,2019
80221,262.01,11,23.82,2019
80222,2692458.98,757,3556.75,2019
80223,46.52,3,15.51,2019
80224,112293.16,353,318.11,2019
80225,19.44,1,19.44,2019
80226,246144.84,686,358.81,2019
80227,14096.59,422,33.4,2019
80228,532354.21,1878,283.47,2019
80229,150134.95,1544,97.24,2019
80230,1296975.35,1838,705.64,2019
80231,13262.37,293,45.26,2019
80232,8398.78,57,147.35,2019
80233,27594.52,1248,22.11,2019
80234,28531.72,787,36.25,2019
80235,1541.81,38,40.57,2019
80236,259.76,13,19.98,2019
80237,211149.2,605,349.01,2019
80238,249361.14,227,1098.51,2019
80239,1035.46,24,43.14,2019
80241,992.89,36,27.58,2019
80246,107684.8,910,118.33,2019
80247,2625.36,73,35.96,2019
80249,3550.18,177,20.06,2019
80256,394.86,21,18.8,2019
80260,58880.35,393,149.82,2019
80262,14608.05,57,256.28,2019
80263,53.91,2,26.96,2019
80265,503.87,14,35.99,2019
80266,217.15,2,108.58,2019
80291,4338.72,14,309.91,2019
80301,518331.68,905,572.74,2019
80302,376404.86,188,2002.15,2019
80303,463639.02,1287,360.25,2019
80304,71668.24,854,83.92,2019
80305,436762.69,76,5746.88,2019
80306,2120.18,16,132.51,2019
80308,3250.0,5,650.0,2019
80309,825.74,3,275.25,2019
80401,431929.63,2086,207.06,2019
80403,6942.23,96,72.31,2019
80424,211.62,12,17.64,2019
80433,26328.08,258,102.05,2019
80435,227.28,9,25.25,2019
80439,5691.26,73,77.96,2019
80443,69423.52,252,275.49,2019
80446,1016.13,6,169.36,2019
80461,85.71,3,28.57,2019
80465,82.61,4,20.65,2019
80480,11.26,1,11.26,2019
80482,3307170.09,102,32423.24,2019
80487,169705.02,388,437.38,2019
80498,6474.31,45,143.87,2019
80501,106378.9,952,111.74,2019
80502,31.04,2,15.52,2019
80503,36387.38,261,139.42,2019
80504,1732.57,47,36.86,2019
80513,40.7,3,13.57,2019
80514,97.79,6,16.3,2019
80516,1353.04,25,54.12,2019
80517,339.46,20,16.97,2019
80521,675.56,20,33.78,2019
80523,72.59,4,18.15,2019
80524,427165.87,903,473.05,2019
80525,912063.91,1501,607.64,2019
80526,182483.2,407,448.36,2019
80527,15.15,1,15.15,2019
80528,701190.73,2121,330.59,2019
80532,24.45,2,12.23,2019
80534,563196.31,277,2033.2,2019
80536,13.73,1,13.73,2019
80537,114407.77,493,232.06,2019
80538,146709.78,1174,124.97,2019
80544,145.64,2,72.82,2019
80547,127.85,8,15.98,2019
80549,2396.76,22,108.94,2019
80550,2286.2,58,39.42,2019
80601,20673.67,487,42.45,2019
80602,490.38,17,28.85,2019
80615,201.5,10,20.15,2019
80620,635.08,35,18.15,2019
80621,3182.06,37,86.0,2019
80631,150574.18,872,172.68,2019
80634,1062247.94,1189,893.4,2019
80638,50.2,3,16.73,2019
80642,51.79,2,25.9,2019
80643,124.79,1,124.79,2019
80645,1001.32,7,143.05,2019
80701,9042.06,141,64.13,2019
80720,76.73,2,38.36,2019
80723,1954.99,27,72.41,2019
80734,124.98,1,124.98,2019
80737,235.06,14,16.79,2019
80751,28930.66,217,133.32,2019
80758,288.8,13,22.22,2019
80759,3510.59,13,270.05,2019
80807,891.83,12,74.32,2019
80814,10.9,1,10.9,2019
80816,30.1,1,30.1,2019
80817,2181.86,128,17.05,2019
80821,127.72,3,42.57,2019
80828,45.2,2,22.6,2019
80829,168.54,6,28.09,2019
80831,119.1,2,59.55,2019
80840,66720.98,253,263.72,2019
80863,60210.77,183,329.02,2019
80901,20.66,1,20.66,2019
80903,32667.65,159,205.46,2019
80904,435.82,23,18.95,2019
80905,4167.24,67,62.2,2019
80906,79647.08,525,151.71,2019
80907,1103928.57,5011,220.3,2019
80908,469.03,20,23.45,2019
80909,291860.83,2109,138.39,2019
80910,113389.98,1037,109.34,2019
80911,638.73,34,18.79,2019
80913,183366.64,418,438.68,2019
80914,2395.05,27,88.71,2019
80915,322.84,14,23.06,2019
80916,459.03,14,32.79,2019
80917,11597.96,276,42.02,2019
80918,57590.15,762,75.58,2019
80919,7749.58,309,25.08,2019
80920,644755.99,2499,258.01,2019
80921,27555.35,107,257.53,2019
80922,10903.14,54,201.91,2019
80923,54154.28,741,73.08,2019
80924,9480.78,205,46.25,2019
80932,32.03,2,16.02,2019
80937,300.0,1,300.0,2019
81001,10227.23,339,30.17,2019
81002,45.2,2,22.6,2019
81003,533276.52,1701,313.51,2019
81004,37892.86,750,50.52,2019
81005,10859.15,46,236.07,2019
81006,11466.75,14,819.05,2019
81007,1035.17,44,23.53,2019
81008,48155.18,1348,35.72,2019
81011,37.5,3,12.5,2019
81019,231.77,11,21.07,2019
81023,8777.96,5,1755.59,2019
81036,11.86,1,11.86,2019
81050,1542.59,95,16.24,2019
81052,61.55,5,12.31,2019
81055,12.4,1,12.4,2019
81067,38.15,2,19.08,2019
81069,19.75,1,19.75,2019
81082,169.48,12,14.12,2019
81089,107.62,7,15.37,2019
81092,13.0,1,13.0,2019
81101,48575.03,145,335.0,2019
81122,17.64,1,17.64,2019
81132,347.18,16,21.7,2019
81140,85.02,3,28.34,2019
81144,231.27,8,28.91,2019
81147,744.76,40,18.62,2019
81154,15.13,1,15.13,2019
81201,15904.04,137,116.09,2019
81211,111.51,6,18.58,2019
81212,4594.86,124,37.06,2019
81224,2457.1,12,204.76,2019
81225,12.86,1,12.86,2019
81226,61.84,4,15.46,2019
81230,8995.86,67,134.27,2019
81240,108.33,3,36.11,2019
81301,1406649.3,850,1654.88,2019
81303,16472.82,222,74.2,2019
81321,7329.08,27,271.45,2019
81323,1500.0,2,750.0,2019
81328,119.44,7,17.06,2019
81401,208698.09,381,547.76,2019
81402,31.81,1,31.81,2019
81413,418.53,22,19.02,2019
81416,11525.02,448,25.73,2019
81419,100.71,7,14.39,2019
81423,47.58,2,23.79,2019
81425,333.54,6,55.59,2019
81428,58.41,3,19.47,2019
81432,99.13,5,19.83,2019
81435,6671.42,14,476.53,2019
81501,144581.11,1058,136.66,2019
81502,1423.81,6,237.3,2019
81503,834.0,4,208.5,2019
81504,133.28,5,26.66,2019
81505,46144.99,469,98.39,2019
81506,69209.61,758,91.31,2019
81507,479.96,23,20.87,2019
81520,87.7,6,14.62,2019
81521,32283.19,288,112.09,2019
81523,28.05,1,28.05,2019
81601,33678.56,483,69.73,2019
81611,5840.57,59,98.99,2019
81612,72.98,1,72.98,2019
81615,70.41,1,70.41,2019
81620,1765.18,50,35.3,2019
81621,50148.14,168,298.5,2019
81623,763.83,29,26.34,2019
81624,173.1,10,17.31,2019
81625,6665.87,60,111.1,2019
81626,235.38,13,18.11,2019
81631,19103.78,54,353.77,2019
81632,10722.97,109,98.38,2019
81635,849.87,53,16.04,2019
81637,58.08,2,29.04,2019
81639,13.21,1,13.21,2019
81641,2369.46,13,182.27,2019
81647,106.25,6,17.71,2019
81648,66.12,3,22.04,2019
81650,2811.99,127,22.14,2019
81652,118.19,7,16.88,2019
81657,13681923.04,693,19743.03,2019
82001,1188508.31,1034,1149.43,2019
82003,193.19,7,27.6,2019
82007,12.01,1,12.01,2019
82009,154182.36,703,219.32,2019
82070,1616.84,50,32.34,2019
82072,53004.65,171,309.97,2019
82073,342.49,12,28.54,2019
82201,339.96,18,18.89,2019
82214,168.37,11,15.31,2019
82240,155.76,4,38.94,2019
82301,124.24,4,31.06,2019
82401,1258.84,38,33.13,2019
82410,1564.83,7,223.55,2019
82414,17716.56,173,102.41,2019
82431,184.59,3,61.53,2019
82435,3163.1,9,351.46,2019
82443,63.53,2,31.76,2019
82501,4810.94,92,52.29,2019
82510,453.08,7,64.73,2019
82520,3258.65,72,45.26,2019
82601,51079.36,650,78.58,2019
82604,642.49,31,20.73,2019
82609,124032.92,621,199.73,2019
82633,2279.78,117,19.49,2019
82637,59.89,5,11.98,2019
82701,287.34,11,26.12,2019
82716,18102.44,329,55.02,2019
82718,8621.78,65,132.64,2019
82721,50.0,1,50.0,2019
82729,45.54,3,15.18,2019
82801,8873.0,260,34.13,2019
82834,324.65,25,12.99,2019
82901,21073.65,339,62.16,2019
82902,18.07,1,18.07,2019
82930,4471.84,109,41.03,2019
82931,19.65,1,19.65,2019
82935,122.55,8,15.32,2019
82937,188.99,2,94.5,2019
82939,11.32,1,11.32,2019
82941,26.22,2,13.11,2019
83001,33168.45,176,188.46,2019
83002,2344.09,13,180.31,2019
83014,2101.98,20,105.1,2019
83101,185.03,4,46.26,2019
83110,2379.22,72,33.04,2019
83113,36.96,3,12.32,2019
83127,206.86,4,51.72,2019
83128,21.98,1,21.98,2019
83201,180504.85,1291,139.82,2019
83202,1259.47,59,21.35,2019
83204,5212.55,48,108.59,2019
83205,3224.56,11,293.14,2019
83209,7947.13,31,256.36,2019
83210,14.68,1,14.68,2019
83211,250.0,11,22.73,2019
83213,75.94,3,25.31,2019
83221,68241.87,539,126.61,2019
83234,224.52,8,28.06,2019
83236,38.22,3,12.74,2019
83246,38.49,3,12.83,2019
83251,56.27,2,28.14,2019
83252,554.58,13,42.66,2019
83254,2533.03,71,35.68,2019
83263,2951.56,31,95.21,2019
83274,1974.16,38,51.95,2019
83276,3150.86,16,196.93,2019
83301,205126.19,1459,140.59,2019
83303,18126.44,10,1812.64,2019
83316,74.54,5,14.91,2019
83318,6481.42,146,44.39,2019
83330,8444.14,31,272.39,2019
83332,13.71,1,13.71,2019
83333,4560.87,45,101.35,2019
83338,4821.26,25,192.85,2019
83340,21102.18,57,370.21,2019
83341,1049.38,10,104.94,2019
83350,1695.77,106,16.0,2019
83352,36.56,1,36.56,2019
83355,47.56,3,15.85,2019
83401,4706.89,178,26.44,2019
83402,85213.26,98,869.52,2019
83404,393826.26,4013,98.14,2019
83406,4835.74,157,30.8,2019
83422,2596.12,14,185.44,2019
83440,16813.03,528,31.84,2019
83442,1648.03,112,14.71,2019
83445,1039.69,6,173.28,2019
83455,84.56,2,42.28,2019
83467,426.48,12,35.54,2019
83501,75175.64,567,132.58,2019
83522,191.09,9,21.23,2019
83530,1680.4,5,336.08,2019
83540,100.0,1,100.0,2019
83604,20.44,1,20.44,2019
83605,76666.75,686,111.76,2019
83607,651.22,6,108.54,2019
83611,10.98,1,10.98,2019
83612,28.47,2,14.24,2019
83616,1081994.84,412,2626.2,2019
83617,5423.08,179,30.3,2019
83619,5093.13,150,33.95,2019
83623,74.03,5,14.81,2019
83624,16.63,1,16.63,2019
83634,5445.79,44,123.77,2019
83638,3181.11,14,227.22,2019
83641,26.47,2,13.24,2019
83642,615927.81,3035,202.94,2019
83644,15913.43,114,139.59,2019
83646,42270.87,307,137.69,2019
83647,11394.68,87,130.97,2019
83648,277.71,8,34.71,2019
83651,6763.78,192,35.23,2019
83653,11.25,1,11.25,2019
83660,268.48,8,33.56,2019
83661,966.73,55,17.58,2019
83669,784.39,24,32.68,2019
83672,621.26,38,16.35,2019
83680,96.5,1,96.5,2019
83686,23432.35,570,41.11,2019
83687,99174.47,798,124.28,2019
83701,494.18,26,19.01,2019
83702,369046.26,1811,203.78,2019
83703,18134.69,268,67.67,2019
83704,904268.43,1483,609.76,2019
83705,2124.8,143,14.86,2019
83706,146723.8,1439,101.96,2019
83709,16832.0,248,67.87,2019
83711,128.39,2,64.19,2019
83712,202943.77,928,218.69,2019
83713,68144.27,514,132.58,2019
83714,64.98,4,16.24,2019
83716,2896.95,46,62.98,2019
83719,313.0,2,156.5,2019
83805,1816.84,21,86.52,2019
83814,575112.37,2887,199.21,2019
83815,2666.35,158,16.88,2019
83816,1779.54,10,177.95,2019
83835,5684.18,254,22.38,2019
83837,466.14,21,22.2,2019
83843,3407.95,84,40.57,2019
83849,186.69,11,16.97,2019
83850,100.04,6,16.67,2019
83851,159.97,2,79.98,2019
83852,876.05,29,30.21,2019
83854,507956.5,1278,397.46,2019
83858,251.98,12,21.0,2019
83861,2349.11,43,54.63,2019
83864,12663.08,185,68.45,2019
83868,42.92,2,21.46,2019
83873,17.42,2,8.71,2019
84003,96826.18,1548,62.55,2019
84004,152.42,9,16.94,2019
84005,2210.89,23,96.13,2019
84009,2977.05,20,148.85,2019
84010,811257.02,2034,398.85,2019
84011,245.0,1,245.0,2019
84014,3783.54,51,74.19,2019
84015,56595.23,406,139.4,2019
84016,59.49,2,29.74,2019
84017,66.81,4,16.7,2019
84020,230461.12,1761,130.87,2019
84022,124.99,1,124.99,2019
84025,45078.97,544,82.87,2019
84026,11.8,1,11.8,2019
84029,1252.65,25,50.11,2019
84032,8999.48,101,89.1,2019
84036,1500.0,2,750.0,2019
84037,75179.97,268,280.52,2019
84040,45137.65,172,262.43,2019
84041,256130.9,3741,68.47,2019
84042,22148.99,220,100.68,2019
84043,73293.18,976,75.1,2019
84044,3124.17,123,25.4,2019
84045,4430.4,113,39.21,2019
84047,116598.91,465,250.75,2019
84049,147.91,3,49.3,2019
84050,696.89,49,14.22,2019
84054,117.28,7,16.75,2019
84056,89240.29,173,515.84,2019
84057,47798.06,972,49.17,2019
84058,2573.64,102,25.23,2019
84060,1268517.38,121,10483.61,2019
84062,19914.27,479,41.57,2019
84064,2931.27,26,112.74,2019
84065,33267.45,475,70.04,2019
84066,7544.7,144,52.39,2019
84067,22499.48,490,45.92,2019
84070,29111.55,621,46.88,2019
84074,21752.18,635,34.26,2019
84075,7215.38,336,21.47,2019
84078,18784.93,245,76.67,2019
84081,32.18,1,32.18,2019
84083,12.86,1,12.86,2019
84084,32308.17,234,138.07,2019
84087,125.82,3,41.94,2019
84088,462902.42,2243,206.38,2019
84091,24.18,1,24.18,2019
84092,5548.95,204,27.2,2019
84093,1430.8,78,18.34,2019
84094,158331.32,764,207.24,2019
84095,96579.64,786,122.87,2019
84096,49396.48,362,136.45,2019
84097,3232.38,181,17.86,2019
84098,3604.93,110,32.77,2019
84101,88940.94,43,2068.39,2019
84102,2448524.11,1475,1660.02,2019
84103,856859.36,908,943.68,2019
84104,23.79,2,11.9,2019
84105,130419.06,313,416.67,2019
84106,116022.09,409,283.67,2019
84107,3530090.1,4306,819.81,2019
84108,1785469.98,1441,1239.05,2019
84109,12597.96,427,29.5,2019
84110,10078.09,65,155.05,2019
84111,333742.98,539,619.19,2019
84112,1553395.74,555,2798.91,2019
84113,780913.06,595,1312.46,2019
84115,158683.82,291,545.31,2019
84116,1654.46,13,127.27,2019
84117,34015.53,1302,26.13,2019
84118,2292.99,41,55.93,2019
84119,3763.38,97,38.8,2019
84120,107685.05,1913,56.29,2019
84121,75198.96,876,85.84,2019
84123,170097.13,735,231.42,2019
84124,3726272.98,3684,1011.47,2019
84125,76142.91,185,411.58,2019
84127,219181.96,403,543.88,2019
84128,275.09,19,14.48,2019
84129,2167.88,47,46.13,2019
84130,472.86,9,52.54,2019
84132,2951166.62,4016,734.85,2019
84133,159.67,4,39.92,2019
84134,4250.0,1,4250.0,2019
84141,110381.66,90,1226.46,2019
84143,67169.86,155,433.35,2019
84145,3348.11,217,15.43,2019
84148,89805.22,154,583.15,2019
84151,1052.41,2,526.21,2019
84157,111844.95,96,1165.05,2019
84158,4543.19,10,454.32,2019
84171,1396.41,4,349.1,2019
84302,11473.14,304,37.74,2019
84310,261.23,12,21.77,2019
84312,1410.81,88,16.03,2019
84317,240.06,9,26.67,2019
84318,66.44,1,66.44,2019
84319,157.03,2,78.52,2019
84321,53674.89,255,210.49,2019
84332,10620.41,67,158.51,2019
84333,226.66,11,20.61,2019
84335,2930.03,24,122.08,2019
84337,910.35,11,82.76,2019
84341,215418.0,862,249.9,2019
84401,2030.81,54,37.61,2019
84403,768692.62,2532,303.59,2019
84404,21294.78,283,75.25,2019
84405,200333.43,1856,107.94,2019
84408,149.89,2,74.94,2019
84414,6670.35,132,50.53,2019
84415,1659.86,4,414.96,2019
84501,5941.96,178,33.38,2019
84511,1143.26,10,114.33,2019
84513,173.53,7,24.79,2019
84526,1593.19,7,227.6,2019
84532,365.81,23,15.9,2019
84534,2120.03,33,64.24,2019
84535,56.42,3,18.81,2019
84536,43.22,1,43.22,2019
84601,8311.03,267,31.13,2019
84602,274.75,5,54.95,2019
84604,540306.39,5156,104.79,2019
84606,1171.7,44,26.63,2019
84622,13.7,1,13.7,2019
84624,603.51,19,31.76,2019
84627,306.24,22,13.92,2019
84631,137.13,5,27.43,2019
84632,207.31,14,14.81,2019
84634,194.93,11,17.72,2019
84642,26.0,1,26.0,2019
84647,422.47,33,12.8,2019
84648,4105.57,128,32.07,2019
84651,23236.06,501,46.38,2019
84653,13885.58,745,18.64,2019
84654,309.6,3,103.2,2019
84655,877.03,7,125.29,2019
84660,17676.05,537,32.92,2019
84663,55375.67,540,102.55,2019
84664,505.38,28,18.05,2019
84701,7653.78,115,66.55,2019
84713,267.81,13,20.6,2019
84720,10348.48,60,172.47,2019
84721,90597.83,182,497.79,2019
84725,19.68,1,19.68,2019
84726,14.59,1,14.59,2019
